Country,Date,Site,URL,Title,Content
Hungary,Date not found,hvg.hu,https://hvg.hu//360/202232_vulkankemping,Title not found,Content not found
Hungary,2022. augusztus. 03. 11:37,hvg.hu,https://hvg.hu//ingatlan/20220803_Airbnbn_adta_ki_egy_ferfi_a_birtokan_levo_egykori_rabszolgalakot,Egykori rabszolgakunyhót hirdetett meg egy férfi az Airbnb-n,"A hirdetés azután került le az oldalról, hogy az arról készült TikTok-videót 2,6 millióan nézték meg.










Levette oldaláról az Airbnb azt a hirdetést, amely egy 19. századi rabszolgalakban ajánlott szállást – írja a CNN. A lapnak elküldött közleményében a cég bocsánatot kért azoktól, akikben a hirdetés korábbi traumákat idézett fel és megígérték, minden hasonló szálláshelyet eltávolítanak honlapjukról.A Mississippi államban lévő épület tulajdonosa szintén bocsánatot kért és elmondta, mindössze három hete vásárolta meg a birtokot, amelyen a ház található, így a hirdetési felületekhez tartozó hozzáférést még nem kapta az előző tulajtól.A szálláshirdető portál azután figyelt fel az ügyre, hogy múlt héten egy videó terjedt el róla a TikTok-on. A videó készítője szerint ízléstelen ilyen módon felhasználni a szóban forgó lakást, hiszen ezáltal a gúnyt űznek a rabszolgatartásból, amelynek hatásai a mai napig érződnek Amerikában.  @lawyerwynton #airbnb this is not ok. #history #civilrights #americanhistory ♬ Blade Runner 2049 - Synthwave Goose"
Hungary,2022. június. 30. 19:10,hvg.hu,https://hvg.hu//kkv/20220630_terezvaros_airbnb_lakaskiadas,Terézvárosban poroltó és társasházi beleegyezés nélkül már nem lehet Airbnb-zni,"December elsejétől él a magánszálláshelyekről szóló rendelet a kerületben.








A kerületek közül elsőként szabályozta Terézváros az Airbnb-lakáskiadást – közölte Beleznay Zsuzsanna alpolgármester a Facebookon csütörtökön.A rendelet szerint december 1-jétől, aki a lakását rövid távon akarja kiadni az év 365 napján, annakrendelkeznie kell a társasház hozzájáruló nyilatkozatával,a szálláshely bejáratánál ki kell írnia éjjel-nappal hívható telefonszámát és NTAK regisztrációs számát,poroltót kell biztosítania a szállásán,a társasház házirendjét angol és magyar nyelven ki kell tennie a lakásban.A poszt szerint, ha a társasház SZMSZ-e már hamarabb tiltotta a szálláshely-szolgáltatást, mint amikor a lakástulajdonos kérte ingatlanja nyilvántartásba vételét, akkor a lakást nem lehet Airbnb-sen kiadni. Ezt azzal indokolják, hogy a társasház döntése és érdeke magasabbrendű, mint egy magánszemély egyéni gazdasági érdeke.Ha valaki nem tartja be a fentieket, akkor a kiadható naptári napok számát szankcióként csökkenteni fogják, ami akár a teljes tiltásig is elmehet."
Hungary,2022. június. 28. 16:37,hvg.hu,https://hvg.hu//kkv/20220628_Airbnb_bulistop_veglegesites_Covid,Végleg betiltja a bulikat az Airbnb,"A rendelkezést eredetileg a Covid–19 elleni küzdelem jegyében hozták meg.








Véglegesíti a platformján listázott otthonokra vonatkozó bulitilalmat az Airbnb, miután a tiltás 2020 augusztusi bevezetése óta jelentősen csökkent az engedély nélküli összejövetelekről szóló jelentések száma – közölte a vállalat kedden a Reutersszel.Eredetileg a San Franciscó-i székhelyű vállalat azért vezette be a bulitilalmat, hogy megállítsa a koronavírus-fertőzések terjedését. Most a vállalat a nyári utazási szezon kezdetével véglegesíteni szeretné a gyakorlatot. Az új szabályok elsősorban az úgynevezett „buliházak” ellen irányultak, ennek megfelelően az Airbnb el is távolította felületéről mind az „eseménybarát” keresőszűrőt, mind a „bulik és rendezvények engedélyezettek” házszabályokat.Több mint 6600 vendéget és néhány házigazdát függesztettek fel 2021-ben, mert megpróbálták megszegni a partitilalmat – közölte a vállalat.2022 májusában a vállalat arról számolt be, hogy a bevétele 70 százalékkal nőtt az előző évhez képest, így 2022 első negyedéve 1,5 milliárd dollárt hozott neki. A vállalat a második negyedévre is a piaci becsléseket meghaladó bevételt prognosztizált, 2,03 és 2,13 milliárd dollár közötti bevételre számít – írja a hírügynökség.






* * *
Támogatott hitel vállalkozások számára
A Széchenyi Kártya Program némileg megváltozott feltételekkel, Széchenyi Kártya Program MAX+ néven folytatódik 2023-ban. Ennek köszönhetően év végéig fix 5 százalékos kamat mellett kaphatnak kölcsönt céljaik megvalósításához a vállalkozások. Ez a jelenlegi piaci kamatozású vállalkozói hitelekhez képest 12-18 százalékos kamatelőnyt jelent. A Bankmonitor Széchenyi Hitel kalkulátorával a vállalkozások ellenőrizhetik, hogy milyen támogatott hitelt igényelhetnek."
Hungary,2022. június. 27. 14:03,hvg.hu,https://hvg.hu//tudomany/20220627_airbnb_ingatlan_otlet_fejlesztes,"3,8 milliárdot szór szét az Airbnb, a legőrültebb ötleteket keresik","Építésznek sem kell lenni hozzá, hogy valaki jelentős támogatáshoz jusson az Airbnb most induló pályázatán.









Összesen 10 millió dollárt (vagyis kb. 3,8 milliárd forintot) oszt ki az Airbnb azoknak a tehetségeknek, akik őrült ingatlanötleteikkel képesek megnyerni a társaság zsűrijét – számolt be róla az Interesting Engineering.A nyertesek egyenként 100 ezer dollárt kaphatnak, és összesen 100 jelentkezőt terveznek díjazni.Az Airbnb felhívja rá a figyelmet, hogy a pályázat nem a megszokott tervekre fókuszál, a szakértők rendhagyó épületek, ingatlanok terveit várják, olyanokét, amik normál körülmények között nem kaphatnának forrást a megvalósításukra.A beérkezett pályamunkákat négy fő fogja értékelni: Iris Apfel, a belsőépítészet egyik szakértője, Koichi Takada, egy Sydneyben élő díjnyertes építész, valamint Bruce Vaughn, és Kristie Wolfe. Ők mindketten az Airbnb munkatársai.A terveknek több kritériumnak is meg kell felelniük. Ezek leglényegesebbike, hogy a kigondolt ingatlannak megvalósíthatónak kell lennie.Ha máskor is tudni szeretne hasonló dolgokról, lájkolja a HVG Tech rovatának Facebook-oldalát."
Hungary,2022. május. 25. 11:56,hvg.hu,https://hvg.hu//ingatlan/20220525_Airbnb_sator,Éjszakánként 21 ezer forintért kínáltak az Airbnb-n egy sátrat,"Vannak érdekes jelei az ingatlanpiaci válságnak világszerte, elég látványos ezek közül a kiadásra hirdetett sátor.









Privát szobát kínált egy ággyal Dublinban valaki az Airbnb-n éjszakánként 59 euróért (mostani árfolyamon kicsit több mint 21 ezer forintért), csakhogy a hirdetésben valójában egy sátor szerepelt – írta meg a Dublin Live.Pedig nem viccről volt szó, a hirdető megerősítette, hogy az ajánlat komoly. A kommentelők dühére válaszul pedig azt írta: van egy nagy nappalija és több kanapéja is, azokat is kiadja.������������ pic.twitter.com/c3dZFa2mX5— Aimée (@a_mcdx) May 19, 2022 A hirdetést azóta törölték, a Dublin Live szerint a hirdető vette le végül az oldalról.Ide kattintva eléri a Nyüzsi további cikkeit, azonnali véleményeket, érdekességeket, szórakoztató mémeket, gif-eket, videókat."
Hungary,2022. május. 24. 08:25,hvg.hu,https://hvg.hu//kkv/20220524_Kina_Airbnb_bezaras_Covid,A véget nem érő járványügyi korlátozások miatt bezár az Airbnb Kínában,"Egy pekingi irodán kívül mindenét felszámolja a cég a távol-keleti országban.








Az Airbnb megszünteti a kínai listáját, miután két éve lezárások vannak érvényben az országban, amelyeknek „nem látszik vége” – közölte egy, az ügyet ismerő forrás. A közismert otthonmegosztó cég a világ második legnagyobb gazdaságában tapasztalható üzleti visszaesés, valamint a Covid–19 hatása által súlyosbított „költséges és összetett” működési korlátok miatt hozta meg a döntést – mondta a forrás a CNN-nek hétfőn.A vállalat döntése a nyártól lép életbe, onnantól kezdve Kínán belül nem lesz elérhető Airbnb által hirdetett kiadó ingatlan. A forrás szerint ugyanakkor a cég nem fogja teljesen leállítani működését Kínában, továbbra is fenntart majd egy pekingi irodát, több száz alkalmazottal, akik a kiutazókra és a globális projektekre fognak koncentrálni.A multinacionális cégek érzik a gazdaság lassulását Kínában, mivel továbbra is a Föld egyik utolsó olyan helye, amely a „zero Covid” politikát folytatja. Az elmúlt hetekben több tucat kínai szárazföldi várost zártak le, mivel a hatóságok a koronavírus felszámolásán dolgoznak. A drasztikus járványügyi intézkedések súlyosan megviselték a gazdaságot, és szinte minden jelentős üzletág működését megakasztották, a nagy technológiai cégektől a fogyasztóiparig. A nemzetközi márkák, az Apple-től az Estee Lauderig figyelmeztettek a korlátozások pénzügyi hatásaira.Az Airbnb 2016-ban indult Kínában. Az iparág többi részéhez hasonlóan a kínai ügyfelek kiutazásai – nagyrészt az ázsiai csendes-óceáni térség más célpontjaira – komoly lehetőséget jelentettek a vállalat számára. Ez azért van így, mert Kína hagyományosan a világ legnagyobb piaca a kiutazó turizmusban, a Turisztikai Világszervezet szerint a legnagyobb látogatói költést jelenti globálisan. A világjárvány óta azonban Kínában meredeken visszaesett a forgalom, és az ország a legtöbb nemzetközi utazó elől is elzárkózott. A forrás szerint arra számítanak, hogy a Kínából kiinduló turizmus fellendül, amint az ország teljesen megnyitja határait. Eközben az Airbnb belföldi üzletága, amely 2016 óta mintegy 25 millió vendéget szállásolt el, az elmúlt években a cég bevételének mindössze 1 százalékát tette ki – állította a nyilatkozó.A járványügyi intézkedések miatt hanyatlásnak induló kínai gazdaságról már korábban mi is írtunk, ahol megjegyeztük, hogy néhány közgazdász már azt jósolja, hogy a kínai GDP-növekedés mínuszba lép át a második negyedévben. Ha ez bekövetkezik, akkor igen rossz hírt jelent Hszi Csinping elnöknek, mert ősszel ül össze a Kínát kormányzó kommunista párt kongresszusa, melyen az államfő szeretné bebetonozni a hatalmát. Csakhogy ehhez sikereket kellene felmutatni mind a járványkezelésben, mind pedig a gazdaságban.






* * *
Támogatott hitel vállalkozások számára
A Széchenyi Kártya Program némileg megváltozott feltételekkel, Széchenyi Kártya Program MAX+ néven folytatódik 2023-ban. Ennek köszönhetően év végéig fix 5 százalékos kamat mellett kaphatnak kölcsönt céljaik megvalósításához a vállalkozások. Ez a jelenlegi piaci kamatozású vállalkozói hitelekhez képest 12-18 százalékos kamatelőnyt jelent. A Bankmonitor Széchenyi Hitel kalkulátorával a vállalkozások ellenőrizhetik, hogy milyen támogatott hitelt igényelhetnek."
Hungary,2022. március. 09. 15:19,hvg.hu,https://hvg.hu//ingatlan/20220309_airbnb_iom_menekultek,"Ingyenes, rövid távú lakhatáshoz segíti a menekülteket az Airbnb és a Nemzetközi Migrációs Szervezet","Már több mint 15 000 házigazda jelentkezett, hogy felajánlja otthonát a menekülteknek. 







Háború Ukrajnában



		„Különleges katonai műveletnek” nevezett nyílt háborút indított Vlagyimir Putyin Ukrajna ellen. A harcok 2022 február óta tartanak, a Nyugat fegyverszállításokkal és gazdasági szankciókkal nehezíti az oroszok előrenyomulását. Cikksorozatunkban minden fejleményről beszámolunk.



	








							Friss cikkek a témában

						







					„Azt kellett hazudnom, hogy magyar vagyok” – Két ukrán katona vallott az orosz–magyar hadifogolyalkuról a Deutsche Welle riportjában

				




					Annyi balhé volt az ukrán szégyenlistával, amelyen az OTP is szerepelt korábban, hogy inkább titkosították

				




					Egyre több ukrán próbál kibújni a sorozás alól

				









Százezer menekült elhelyezését vállalta az Airbnb.org a múlt héten, azóta 15 000 házigazda jelentkezett a felületnél, hogy ingyenesen felajánlja az érkezőknek otthonát. Szerdai közleménye szerint az Airbnb.org az akcióban együttműködik a Nemzetközi Migrációs Szervezettel (IOM), így ingyenes, rövid távú lakhatást tudnak biztosítani a menekülteknek Lengyelországban, Moldovában, Romániában, Magyarországon és Szlovákiában.A menekülteknek fenntartott szállások ingyenesek, az Airbnb minden díjat elenged a menekülteknek. Mint írták, „a biztonságos, privát és hozzáférhető lakhatás biztosítása kritikus fontosságú. Az IOM büszke arra, hogy partnere lehet az Airbnb.org-nak, és segíthet a biztonságos és fűtött szállás biztosításában.”Az IOM, az Airbnb már régóta együttműködik a menekült közösség támogatásában világszerte, és 2019-től kezdve együtt dolgoznak azon, hogy szíriai és afgán menekülteknek kínáljanak szállást Romániában. Az elmúlt öt év során az Airbnb több mint 54 ezer menekültet és menedékkérőt – többek között Szíriából, Venezuelából és Afganisztánból – juttatott ideiglenes lakhatáshoz.Az orosz–ukrán háborúról folyamatosan frissülő közvetítésben számolunk be:"
Hungary,2022. március. 05. 20:28,hvg.hu,https://hvg.hu//gazdasag/20220305_Senki_nem_megy_oda_megis_tele_vannak_a_kijevi_Airbnbs_lakasok,"Senki nem megy oda, mégis tele vannak a kijevi Airbnb-s lakások","A világ minden tájáról foglalnak szállásokat az Airbnb-n Ukrajnában, hogy így segítsék a lakásukat kiadókat. Mindössze két nap alatt 61 ezer vendégéjszakát foglaltak le, a házigazdák pedig nagyon hálásak. Nemcsak a pénzért, de az ismeretlenektől kapott bátorító üzenetekért is.







Háború Ukrajnában



		„Különleges katonai műveletnek” nevezett nyílt háborút indított Vlagyimir Putyin Ukrajna ellen. A harcok 2022 február óta tartanak, a Nyugat fegyverszállításokkal és gazdasági szankciókkal nehezíti az oroszok előrenyomulását. Cikksorozatunkban minden fejleményről beszámolunk.



	








							Friss cikkek a témában

						







					„Azt kellett hazudnom, hogy magyar vagyok” – Két ukrán katona vallott az orosz–magyar hadifogolyalkuról a Deutsche Welle riportjában

				




					Annyi balhé volt az ukrán szégyenlistával, amelyen az OTP is szerepelt korábban, hogy inkább titkosították

				




					Egyre több ukrán próbál kibújni a sorozás alól

				









A 36 éves Volodimir Bondarenko napja nagy részét az ukrán fővárosban, Kijevben lévő lakásában tölti. Miközben szól a légiriadó sziréna, ő nemcsak az aggódó családtagjaival vált üzeneteket, hanem azokkal az Airbnb-vendégekkel is, akik lefoglalják egy hálószobás bérleményét Kijev belvárosában. Néha síró emojit küld. Máskor imádkozó emojit – így mond köszönetet azoknak, akik lefoglalják a lakását, még akkor is, ha sosem jelennek majd meg az ajtajában.Több mint tíz foglalás érkezett ma - mondja Bondarenko, aki a pénzt arra fordítja, hogy segítsen a bajba jutott embereken.Bondarenko szerint bár egyes városokban a bankok zárva vannak, és az Airbnb-fizetések nem biztos, hogy olyan gyorsan érik el a házigazdákat, mint máskor, a pénzügyi segítség megnyugtató a terrorral és bizonytalansággal teli világban. Ugyanilyen fontosak szerinte azok a támogató szavak is, amelyeket a távoli idegenek küldenek.Kijevben sokan a metróállomásokra húzódtak beTúry GergelyA CNN cikke szerint az ukrajnai Airbnb házigazdáit a világ minden tájáról elárasztják olyan emberek foglalásai, akik amúgy nem tervezik, hogy el is utaznak most Ukrajna fővárosába. A jelenség egy kreatív közösségimédia-kampány része, amelynek célja pénzhez juttatni az ostromlott ukránokat. Az akció sikeres: két nap alatt 61 ezer éjszakát foglaltak Ukrajnában – ennek felét amerikaiak.Anne Margaret Daniel New Yorkban élő irodalomtanár például két éjszakát foglalt le Kijev óvárosában, abban a bájos és történelmi negyedben, amely ortodox templomairól és furcsa állatszobrairól ismert. Az itt található két hálós apartman a következő néhány hónapra szinte teljesen le van foglalva. Daniel a foglalásnál egy üzenetet is küldött a házigazdának:Egy napon találkozunk majd (…) Isten áldjon téged, a városodat és az országodat.""Házigazdája, Olga Zvirjanszkaja ezt válaszolta neki: “Örömmel látunk Kijevben”. Zvirjanszkaja és három gyereke a kijevi harcok elől nemrég egy másik városba menekült, lakását pedig átengedte azoknak, akik nem tudják elhagyni Kijevet. “Élünk, de úgy akarunk élni, mint korábban” – mondja.Az ikonikussá vált, találatot kapott kijevi toronyházTúry GergelyAndre Osypchuk nyugdíjas tengerész és szintén egy Airbnb apartman házigazdája Kijevben – ő a városban maradt feleségével és két gyerekvel. Meglepődve látta, hogy a brooklyni Valerie Zimmer – aki Kijevben született, és három éve a bérleményében szállt meg családlátogatásakor – a közelmúltban lefoglalta a lakást egy hétre.A 45 éves, new york-i Careyann Deyo szintén foglalt szállást Ukrajnában. ""Nagyobb szervezeteknek is adományoztam, de úgy éreztem, hogy ennek közvetlenebb hatása van"" – mondja. Kijevi házigazdája, miután megtudta, hogy fizet, bár nem tervez odautazni, azt írta neki:Sírok. Ti vagytok a hőseim"".Az Airbnb közölte, hogy ideiglenes lakhatást kínál a szomszédos országokban akár 100 000 ukránnak, akik az orosz invázió miatt menekülnek el országukból. Eközben vannak, akik máris arra figyelmeztetnek, hogy csalók hamis Airbnb-fiókokat hozhatnak létre Ukrajnában, hogy hasznot húzzanak az emberek nagylelkűségből, emiatt nem árt azt óvatosság."
Hungary,2022. február. 28. 16:50,hvg.hu,https://hvg.hu//ingatlan/20220228_ukrajna_menekultelk_ingyen_szallas_airbnb,Százezer ukrajnai menekültnek nyújt ingyen szállást az Airbnb,"A cég levelet írt a lengyel, a német, a magyar és a román kormánynak, hogy felajánlja a támogatását. 







Háború Ukrajnában



		„Különleges katonai műveletnek” nevezett nyílt háborút indított Vlagyimir Putyin Ukrajna ellen. A harcok 2022 február óta tartanak, a Nyugat fegyverszállításokkal és gazdasági szankciókkal nehezíti az oroszok előrenyomulását. Cikksorozatunkban minden fejleményről beszámolunk.



	








							Friss cikkek a témában

						







					„Azt kellett hazudnom, hogy magyar vagyok” – Két ukrán katona vallott az orosz–magyar hadifogolyalkuról a Deutsche Welle riportjában

				




					Annyi balhé volt az ukrán szégyenlistával, amelyen az OTP is szerepelt korábban, hogy inkább titkosították

				




					Egyre több ukrán próbál kibújni a sorozás alól

				









Ingyenes, ideiglenes szállást nyújt 100 ezer ukrajnai menekültnek az Airbnb.A hvg.hu-hoz is eljuttatott közleményükben azt írták, a szállásokat az Airbnb, az Airbnb.org Refugee Fund adományozói és az Airbnb.org szállásadóinak felajánlásai teszik ki. Aki szeretné támogatni a kezdeményezést lakása felajánlásával, az Airbnb.org oldalon tájékozódhat.A szervezetek irányítói hétfőn levelet küldtek Európa – elsőként Lengyelország, Németország, Magyarország és Románia – vezetőinek, amelyben felajánlották támogatásukat a menekültek határokon belüli befogadásában. Szorosan együttműködnek a kormányokkal annak érdekében, hogy az egyes országok sajátos igényeit a lehető legjobban támogassák.Az elmúlt öt évben az Airbnb és az Airbnb.org több mint 54 ezer menekültet és menedékkérőt – többek között Szíriából, Venezuelából és Afganisztánból – juttatott ideiglenes lakhatáshoz partnerein keresztül."
Hungary,2022. február. 21. 07:58,hvg.hu,https://hvg.hu//ingatlan/20220221_A_keresletnel_lassabban_eled_a_budapesti_airbnbkinalat,A keresletnél lassabban éled a budapesti airbnb-kínálat,"A budapesti árak 10-15 százalékkal maradnak el a regionális átlagtól és egyelőre a repülőjegyek sem drágultak meg, így utazni is olcsón lehet.









Az egykori airbnb-zők többsége még kivár, de mostanában már egyre többen tesztelgetik a rövid távú lakáskiadás piacát az ingatlanjaikkal – áll a Világgazdaság hétfői számában. A cikkből kiderül, hogy az elmúlt két év a fővárosi airbnb-piacot sem hagyta érintetlenül, a korábbi kínálat az egyharmadára zsugorodott és egyelőre lassabban épül vissza, mint azt az erősödő kereslet igényelné. Ennek ellenére a hangulat alapvetően bizakodó, sokan az előttünk álló időszaktól a nemzetközi turizmus feltámadását várják, ez a számokban is megmutatkozik, hiszen az Airbnbn részvények értéke növekedni kezdett a tőzsdén. Növeli értelemszerűen az optimizmust az is, hogy sorra jelentik be az országok a járványügyi korlátozások különböző fokú enyhítéseit, illetve kedvezően hatottak azok a nemzetközi felmérések is, amelyek megállapították, hogy nagyon erős az emberekben így két év kihagyás után az utazási vágy.Ráadásul most még olcsón is lehet utazni, ugyanis az elszálló energiaárak még nem jelentek meg a repülőjegyek költségeiben, persze ez annak is betudható, hogy a fapados társaságok is inkább az üzlet újraindításában érdekeltek, semmint az áremelésben. Ez pedig megint csak egy kedvező tendencia az airbnb-nek, hiszen a hálózat legjelentősebb klientúrabázisát a rugalmas, gyorsan döntő, hátizsákos turisták képezik, akik jellemzően fapados járatokkal közlekednek.Az adventi vásárok és az újévi bulik miatt erősen zárta az évet a szállodaipar Budapesten, ami azt jelenti, hogy névleges értéken már a 2019-es bevételeit tudta hozni, bár ehhez nagyban hozzájárultak az elszabadult infláció miatti áremelések. Ennek hatásaként ma már hétköznapivá váltak az ünnepi árak a szállodákban. Ezzel szemben a fővárosi airbnb-piac árai 10-15 százalékkal maradnak el a regionális versenytársaktól. Hozzátartozik a képhez, hogy a Magyar Apartmankiadók Egyesülete (MAKE) az utóbbi időben sikerrel értette meg a fővárosi önkormányzatokkal, hogy milyen pozitívumokkal járhat a kerületeikre nézve az airbnb-zés, így egyre többen tekintenek partnerként a szektorra."
Hungary,2021. december. 01. 19:27,hvg.hu,https://hvg.hu//elet/20211201_Reszkessetek_betorok_egy_ejszakara_bekoltozhet_valaki_Kevin_hazaba,"Reszkessetek, betörők: egy éjszakára beköltözhet valaki Kevin házába","Felkerült az Airbnb-re a karácsonyi kultfilm forgatási helyszínéül szolgáló ház. A szerencsés nyertes az eredeti díszletek és kellékek között várhatja a betörőket. 









Alighanem a kritikusok és a közönség által is gyűlölt – a Rotten Tomatoes kritikagyűjtő portálon 18 százalékos értékelésen álló – új Reszkessetek, betörők!-film, a most bemutatott Home Sweet Home Alone reklámkampánya részeként felkerült az Airbnb szállásfoglaló portálra a ház, ahol az eredeti, 1990-es filmet forgatták.A Mashable azt írja, a házat egy szerencsés foglaló és partnere vagy partnerei veheti birtokba egy éjszakára, december 12-én. De korántsem csak magáról a házról van szó: a házigazda a filmben Kevin bátyját, Buzzt játszó színész, Devin Ratray lesz, a házban pedig elhelyeznek olyan jól ismert kellékeket, mint Kevin zöld köntöse és hozzá az apja arcszesze, amelyet a híres jelenetben az arcára locsolt. De ott lesz Buzz tarantulája, lesz mikrózható gyorskaja, és a beköltözők még csapdákat is állíthatnak a potenciális betörőknek.A ház egyébként Chicagótól nem messze, az Illinois állambeli Winnetkában található.Ide kattintva eléri a Nyüzsi további cikkeit, azonnali véleményeket, érdekességeket, szórakoztató mémeket, gif-eket, videókat."
Hungary,Date not found,hvg.hu,https://hvg.hu//360/202147_maganautokolcsonzes_egy_nagy_turo,Title not found,Content not found
Hungary,2021. november. 05. 13:33,hvg.hu,https://hvg.hu//kkv/20211105_airbnb_negyedev_bevetel,Soha nem ment még ilyen jól az Airbnb-nek: történetük legerősebb negyedévét zárták,"A vállalat értékesítési árbevétele éves összevetésben 67 százalékkal nőtt.








Történetének legerősebb negyedévét zárta a szálláshelyek online piacterét üzemeltető Airbnb, miután fellendültek az utazások a koronavírus-járvány megfékezésével párhuzamosan.A San Franciscó-i székhelyű amerikai vállalat a csütörtöki tőzsdezárás után kiadott gyorsjelentésében közölte, hogy bevétele és nyeresége egyaránt rekordszintet ért el. A nyáron meghaladta az egymilliárdot a kumulatív vendégszám, ami részben annak köszönhető, hogy egyre többen kapták meg a koronavírus elleni védőoltást, és a járvány harmadik hullámának elcsitultával enyhítették az utazási korlátozásokat. Idén ismét fellendültek a hosszabb távú és külföldi utazások a határok megnyitásának köszönhetően, de a hazai és a rövid távú utazások továbbra is népszerűbbek a járvány előtti utolsó, 2019-es évhez képest. A foglalások lemondásának szintje pedig továbbra is magasabb a járvány előttinél.Az Airbnb menedzsmentje a részvényeseknek írt levelében felhívta a figyelmet arra hogy egy utazási fellendülésnél „valami nagyobb dolog történik”. A járvány következményeként a világ forradalmi változásokon megy keresztül abban a tekintetben, hogy az emberek hogyan élnek és dolgoznak. Az olyan technológiák, mint a Zoom, lehetővé teszik az otthoni munkavégzést, az Airbnb pedig azt, hogy bármelyik otthonból lehessen dolgozni. Ez az új rugalmasság forradalmasítja az utazásokat is: emberek milliói utazhatnak gyakrabban, hosszabb utakra és több helyre, sőt élhetnek bárhol.Az eredmények alátámasztani látszanak az Airbnb véleményét. A vállalat értékesítési árbevétele éves összevetésben 67 százalékkal, 2 milliárd 237 millió dollárra emelkedett a harmadik negyedévben. A két évvel korábbi azonos időszak, 2019 július-szeptemberében elért 1,65 milliárd dollárhoz képest 36 százalékkal volt nagyobb a bevétel.Az Airbnb adó- és kamatfizetés, illetve értékcsökkenési leírás előtti eredménye (EBITDA) kiigazításokkal számolva 1,1 milliárd dollárra rúgott a harmadik negyedévben, 120 százalékkal haladja meg az egy évvel korábbi 501 millió dollárt, illetve 213 százalékkal a két évvel korábbi 3124 millió dollárt. A vállalat az előző három negyedévben elszenvedett veszteségek után ismét nyereséget termelt, az adózás utáni profit 834 millió dollárt, részvényenként 1,22 dollárt tett ki. A tavalyi harmadik negyedévben 219 millió, egy évvel korábban pedig 267 millió dollárra rúgott a haszon. Az idei első negyedévben 1,2 milliárd, a másodikban pedig 68 millió dollár volt a veszteség. Elemzők 2,06 milliárd dolláros bevétel mellett részvényenként 72 cent nyereségre számítottak.A 2008 nyarán alapított Airbnb egy online piactér, amelyen keresztül szálláshelyeket lehet kiadni és lefoglalni az interneten. Az oldal a szeptemberi adatok szerint 5,6 millió hirdetéssel rendelkezik a világ több mint 220 országának és régiójának százezer városában.Az Airbnb hajtotta végre tavaly a legnagyobb, 3,5 milliárd dollár értékű elsődleges részvénykibocsátást az Egyesült Államokban. Részvényei tavaly decemberben ABNB ticker kóddal kerültek be a New York-i elektronikus tőzsde, a Nasdaq jegyzésébe. A 68 dolláros áron kibocsátott papírokkal december 10-én 146 dolláron indult a kereskedés, az azóta eltelt 11 hónap alatt a 121,51 és 219,88 dollár közötti sávban mozgott az árfolyam. Csütörtökön 3,23 százalékos pluszban, 178,45 dolláron zárt a részvény. A nyitás előtti elektronikus kereskedésben a vártnál jobb eredményeknek köszönhetően 6,33 százalékos pluszban, 189,74 dolláron forogtak a papírok. A vállalat piaci tőkeértéke meghaladja a 110,5 milliárd dollárt.






* * *
Támogatott hitel vállalkozások számára
A Széchenyi Kártya Program némileg megváltozott feltételekkel, Széchenyi Kártya Program MAX+ néven folytatódik 2023-ban. Ennek köszönhetően év végéig fix 5 százalékos kamat mellett kaphatnak kölcsönt céljaik megvalósításához a vállalkozások. Ez a jelenlegi piaci kamatozású vállalkozói hitelekhez képest 12-18 százalékos kamatelőnyt jelent. A Bankmonitor Széchenyi Hitel kalkulátorával a vállalkozások ellenőrizhetik, hogy milyen támogatott hitelt igényelhetnek."
